DESTINATION_COUNTRY,BUYER_ADDRESS,BUYER_NAME,COUNTRY_ISO_CODE_2,CURRENCY,EXPORTER_ADDRESS,EXPORTER_NAME,EXP_DATE,FOB_VALUE,GROSS_WEIGHT,HS_CODE,INCOTERMS,NET_WEIGHT,PACKAGE_UNIT,PRODUCT_DESCRIPTION,QUANTITY_OF_PACKAGE,_id,HS_CODE_DESCRIPTION,initial_id
CHINA,,COSCO SHIPPING E GLOBAL SUPPLY,CN,USD,"UNIT B BLK 23 LOT 19 AND 20 PHASE 2 CITIHOMES SUBD MOLINO IV BACOOR, CAVITE",LOCAS CONSUMER GOODS TRADING,2025-06-17T00:00:00Z,2218.22,138.1,85176299,FOB,125.51,PACKAGE,STC MUSICAL INSTRUMENTS,,7ed3fa1e-caa5-4010-b08d-0d9697980f80,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1155
UNITED STATES,,,US,USD,"CIRCUIT ST LISP I-SEZ BRGY DIEZMO,, CABUYAO, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,7605.2,25,85176210,EXW,0,PACKAGE,T-MARC 340 AC,,6613306e-c260-4ddb-8bcd-28e62cbee6c6,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",1156
ISRAEL,,,IL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,1102.57,2,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,1e93aba5-25e4-4d08-90f4-30378b09db31,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1157
SWEDEN,,,SE,SEK,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,378405.87,118,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,0c38fcd9-7a90-4256-8b30-65e1632badeb,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1158
AUSTRALIA,,,AU,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,14114.38,28,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,35697329-e545-491d-abeb-05e361c26e77,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1159
BURKINA FASO,,,BF,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,9066.37,37.6,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,6c6b0e0c-1bc4-4f45-b7e5-77f4a0c1ed95,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1160
IRELAND,,,IE,EUR,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,34127.4,324,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,56017dca-820b-41db-baf3-74fb71ad2336,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1161
SINGAPORE,,,SG,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,156425,1143.3,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,1ac714b2-6d59-4188-859c-87d596b66cf7,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1162
IRELAND,,CYCLE REVERSE LOGISTICS IRELAND LIMITED,IE,USD,,GOLDEN VENTUREZ CONSUMER GOODS,2025-06-17T00:00:00Z,2367.15,7698,85176299,FOB,7698,PACKAGE,NETWORK RACK,,6b52b1ba-b79a-466b-8dc7-30398df4aa34,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1163
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,5198.44,28,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,739c7fff-de67-418a-bee4-f072dc4bd262,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1164
UNITED STATES,"LLC. 15860 SOUTH GREEN RD. OLATHE, KS 66061 UNITED STATES",GOOGLE FIBER C O GXO LOGISTICS WORLDWIDE,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-06-17T00:00:00Z,765,9.2,85176249,FCA,4.64,BOX,HIGH DENSITY FIBER PATCH PANELS,,ae5a36ff-5385-4fe9-8754-ef7c911cd8bf,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,1165
CHINA,,COSCO SHIPPING E GLOBAL SUPPLY,CN,USD,"UNIT B BLK 23 LOT 19 AND 20 PHASE 2 CITIHOMES SUBD MOLINO IV BACOOR, CAVITE",LOCAS CONSUMER GOODS TRADING,2025-06-17T00:00:00Z,2476.14,136.7,85176299,FOB,124.22,PACKAGE,STC MUSICAL INSTRUMENTS,,54d6d5be-608b-408e-8f9d-7c7220d4c1ab,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1166
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-17T00:00:00Z,23013.6,482.2,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,cd12de16-8132-4221-a752-9dcdb8802df4,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1167
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-17T00:00:00Z,15289.2,269.4,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,96356b71-0cb0-4f7c-9d37-7288e5eb2b2d,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1168
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-17T00:00:00Z,17022,304.9,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,257a1478-680a-460e-93e6-bbbacb77978a,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1169
CHINA,,COSCO SHIPPING E GLOBAL SUPPLY,CN,USD,"UNIT B BLK 23 LOT 19 AND 20 PHASE 2 CITIHOMES SUBD MOLINO IV BACOOR, CAVITE",LOCAS CONSUMER GOODS TRADING,2025-06-17T00:00:00Z,2659.99,140.6,85176299,FOB,127.73,PACKAGE,STC MUSICAL INSTRUMENTS,,34031728-98e3-45c2-bdd6-9ac18ee827d9,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1170
AUSTRALIA,,,AU,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,16489.56,63,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,868b5304-6e95-4c89-bcff-3b51e6ac4d03,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1171
AUSTRALIA,,,AU,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,19732.84,36,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,9284dc49-1133-48f4-8d84-576d08fe5672,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1172
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-17T00:00:00Z,19008,644.5,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,218e7ee8-efbe-4d6f-b880-269b21097529,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1173
UNITED STATES,210 W STEWART HUSTON DR SUITE 400 COATESVILLE PA 19320 UNITED STATES,CTDI VENDOR RECEIVING,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-06-17T00:00:00Z,3212,3,85176242,DDP,0.75,BOX,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,,66aeea4e-188b-42ab-aee0-62fc05b65916,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,1174
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-17T00:00:00Z,136176,2438.9,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,80a1a1f7-44e3-40a2-87c0-24bde90cf62b,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1175
SINGAPORE,,,SG,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,123813.71,884,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,de45cdf3-2fe2-43c2-8411-244a0c66a517,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1176
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-17T00:00:00Z,680218.56,9378.6,85176241,DDP,0,CARTON,CABLE MODEM,,3d017ca6-9b07-4f3e-948c-7a17012a8c19,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,1177
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-17T00:00:00Z,36326.4,530.8,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,9c026ede-f25e-4cf4-b9ce-2c64c5688640,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1178
VIETNAM,,,VN,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-17T00:00:00Z,2290,7,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,8251fe9f-ae66-49c8-aace-f317b930f73e,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1179
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-16T00:00:00Z,25363.2,845.1,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,9dca1d03-683e-41a5-9c0b-ac6b601991f9,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1180
GERMANY,"HEPPENDORFER STR. 23, 50189 ELSDORF BERRENDORF, GERMANY",MAAS FUNK ELEKTRONIK IMPORTEUR,DE,EUR,"UNIT 1,2 AND 3 PANORAMA BUILDING NEAR MAGELLAN POWER PLANT, CEZ BACAO, ROSARIO, CAVITE",NX LOGISTICS PHILIPPINES INC CEZ,2025-06-16T00:00:00Z,7575,90.5,85176210,FOB,87,CARTON,TRANSCEIVER CEZ WLS 25 006,,ce0c0a2c-c8f2-4c67-aebe-d10844c44af2,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",1181
GUATEMALA,,,GT,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,47197.5,107.2,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,3a024e71-3e69-4397-b50a-70dd06de5ce6,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1182
WESTERN SAMOA,,,WS,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,5126,140.2,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,1b7c7dfc-b847-421a-95f9-f88dbe859254,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1183
AUSTRALIA,,,AU,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,2228.47,9,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,29499c3c-f488-4a0b-8734-9b9b4fcdff91,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1184
CHINA,,COSCO SHIPPING E GLOBAL SUPPLY,CN,USD,"UNIT B BLK 23 LOT 19 AND 20 PHASE 2 CITIHOMES SUBD MOLINO IV BACOOR, CAVITE",LOCAS CONSUMER GOODS TRADING,2025-06-16T00:00:00Z,2827.51,145.6,85176259,FOB,132.34,PACKAGE,STC MUSICAL INSTRUMENTS,,0f5c0a81-eb99-4499-86f6-c26cb884bed9,SFP COPPER PATCH CBL 10G 5M PASSV W,1185
JAPAN,,,JP,USD,"PHASE III BLK 15 LOT 15 AND 16 CAVITE ECONOMIC ZONE ROSARIO, CAVITE",GLOBAL MOCOM TRANSCENDING INC,2025-06-16T00:00:00Z,144353.5,1188,85176210,FOB,0,UNIT,ALINCO BRAND RADIO TRANSCEIVER,,2193d7c9-68a0-4c4b-b7f8-fe311017e008,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",1186
GERMANY,"HEPPENDORFER STR. 23, 50189 ELSDORF BERRENDORF, GERMANY",MAAS FUNK ELEKTRONIK IMPORTEUR,DE,EUR,"UNIT 1,2 AND 3 PANORAMA BUILDING NEAR MAGELLAN POWER PLANT, CEZ BACAO, ROSARIO, CAVITE",NX LOGISTICS PHILIPPINES INC CEZ,2025-06-16T00:00:00Z,480,13.3,85176210,FOB,12.25,CARTON,POWER SUPPLY CEZ WLS 25 006,,47492024-df45-4cd3-b865-3507b9792952,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",1187
MEXICO,,,MX,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,7600,14,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,38625f3e-0816-4cd5-b704-115122376729,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1188
FIJI,,,FJ,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,79419,1008.5,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,55dc75a8-df88-4d20-be4a-784c9eeb86d9,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1189
INDIA,,,IN,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,2260,10,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,079c2f3e-66d9-4bd7-b4c2-d3dd93f8f284,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1190
IRELAND,,,IE,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,960,12,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,709c0bee-93e4-43f5-9482-abf62f95e2f3,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1191
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-16T00:00:00Z,78295.2,1729.3,85176299,FOB,0,PIECES,ACCESS POINT,,62f9d668-a971-451b-b562-5b84795cabcf,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1192
ITALY,,,IT,EUR,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,1396.76,10,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,58d58e31-aaa9-46b0-9729-9d8168f1762f,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1193
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,50779.59,88,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,e0a4d677-7974-44d3-8e46-2293c0156003,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1194
NETHERLANDS,,,NL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,5670,30,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,dcd52bb8-5a7c-47a8-8f6c-17baa0820772,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1195
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-16T00:00:00Z,202753.2,2159.1,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,14dc2210-e684-4487-b5fa-edd7f12e6beb,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1196
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,340084.08,788,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,7023338c-bd13-4c6d-8981-9039088148b2,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1197
CANADA,,,CA,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-06-16T00:00:00Z,68,0.5,85176241,DDP,0,PIECES,CABLE MODEM,,5e45bb1d-3372-4bec-95c4-394935ccf6a5,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,1198
ISRAEL,,,IL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,18693.25,2,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,05e9c769-5ab8-4011-85e9-401e7ae48db4,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1199
CANADA,,,CA,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-06-16T00:00:00Z,5377.68,6,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,2fa8dd91-1e6d-4ac7-8911-bd538322f112,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1200
