product_desc,product_category
"329000004#&WIRELESS NETWORK ROUTER, CAMBIUM BRAND MODEL: C058940CX3XA EPMP 5 GHZ FORCE 4518 SM RADIO TANAPA (FCC) (NO CORD), 100% NEW#&VN",WIRELESS NETWORK ROUTER
35K-8B100-0001-V2#&CIRCUIT BOARD OF RADIO SIGNAL RECEIVING AND PROCESSING DEVICE FOR MOTORCYCLE LOCK#&VN,CIRCUIT BOARD
"39595421 SIGNAL TRANSMISSION BOX BETWEEN TABLET AND RECEIPT PRINTER MCB10DE, 100% NEW#&VN",SIGNAL TRANSMISSION BOX
"408011810#&RADIO SIGNAL REPEATER, USED TO RELAY TEST CONTROL SIGNALS BETWEEN THE PERFORMANCE TESTER AND THE PRODUCT, RS: PCM: RF32-08 BRICK, X-SERIES, VOLTAGE 05-15V. HDQSD#&MY",RADIO SIGNAL REPEATER
"4080915#&GPS SIGNAL RECEIVER AND DECODER 4080915 FOR MOTORCYCLES, 100% NEW (ITEM 9 TK 10693889442)#&US",GPS SIGNAL RECEIVER AND DECODER
"40GBASE-ISR4 OPTICAL TRANSCEIVER,QSFP+,40G,MULTI-MODE (850NM,0.15KM,MPO), HUAWEI BRAND, 100% NEW (QSFP-40G-ISR4)(NO CIVIL AND ATTTM PASSWORD)#&CN",OPTICAL TRANSCEIVER
"4709-003032#&AMP;MODULE NETWORK W-LAN_T��I FROM STT 35 OF TK 107286224510/A42 (100% BRAND NEW, NOT THROUGH THE PROCESS OF SD,GC,CB)#&AMP;VN",WIRELESS LAN MODULE
"4709-003157#&AMP;MODULE NETWORK W-LAN_T��I FROM STT 23 OF TK 107381619700/A42 (100% BRAND NEW, NOT THROUGH THE PROCESS OF SD,GC,CB)#&AMP;VN",WIRELESS LAN MODULE
"48-PORT GE SWITCH, POE + 382W, 4X1G SFP, 48 PORTS (CBS350-48T-4G-EU), 4X1G SFP_CBS350-48T-4G-EU(WITH OPTICAL MODULE), VOLTAGE: 100~240V, 50/60HZ, 100% NEW#&CN",GIGABIT SWITCH
"48-PORT GIGABIT MANAGEMENT SWITCH, 802.3AT POE - GS-4210-48P4S, S/N: AK902323300117, BELONGS TO LINE 08, IMPORT DECLARATION NUMBER 106798910630, PLANET BRAND, USED GOODS#&TW",GIGABIT MANAGEMENT SWITCH
"48-PORT GIGABIT MANAGEMENT SWITCH, 802.3AT POE - GS-4210-48P4S, S/N: AK902323300180, BELONGS TO LINE 08, IMPORT DECLARATION NUMBER 106798910630, PLANET BRAND, USED GOODS#&TW",GIGABIT MANAGEMENT SWITCH
48-PORT SIGNAL SWITCH. 100% NEW.#&US,SWITCH
"48-PORT SWITCH - NETGEAR GS748T, (INCLUDED: 2 X 1G SFP AND 2 X 1G COMBO), CAN BE PLACED ON A DESKTOP OR MOUNTED ON A STAND, BRAND: NETGEAR. 100% NEW.#&US",SWITCH
"48-PORT SWITCH NETWORK DEVICE (CISCO SB CBS350 MANAGED 48-PORT GE SWITCH, 4X1G SFP_CBS350-48T-4G-EU, VOLTAGE: 100~240V, 50/60HZ), 100% NEW PRODUCT#&CN",SWITCH
"48-PORT SWITCH WITHOUT POE: SG3452 PROVIDES 48 10/100/1000MBPS PORTS AND 4 GIGABIT SFP SLOTS, VOLTAGE 100-240V AC, FREQUENCY 50/60HZ, POWER 33-35W, TP-LINKK BRAND 100% NEW#&CN",SWITCH
"49721-SS1167A-6PK-137917#&SMART SENSOR, ITEM CODE: 49721(SS1167A)-6PK-137917 , 100% NEW#&VN",SMART SENSOR
4-CHANNEL 24V OPTICAL ISOLATION MODULE AL-ZARDDST 1R4P-N. 100% NEW#&CN,OPTICAL ISOLATION MODULE
"4G LTE MOBILE WIFI TRANSMITTER, WIFI SPEED: 150MBPS TP-LINK M7350, TP-LINK BRAND, SP WITHOUT CIVIL PASSWORD, 100% NEW PRODUCT#&CN",MOBILE WIFI TRANSMITTER
"4K60HZ 1 TO 4 HDMI SPLITTER V-HD07 VEGGIEG, 100% NEW.#&CN",HDMI SPLITTER
"4-PORT 8GBS SWITCH CARD, NO CIVIL ENCRYPTION FUNCTION, FOR IBM SERVER, PN: 03HD069. BRAND IBM, USED #&MY",SWITCH CARD
"4-PORT BOX TYPE OPTICAL SPLITTER, APC TYPE CONNECTOR, USED TO SPLIT SIGNALS IN FTTH NETWORK, MANUFACTURER: ZHONGYUE HENG DA, 100% NEW#&CN",OPTICAL SPLITTER
"4-PORT KVM SWITCH, MODEL: CS1734B, ATEN, NO CIVIL CODE, VOLTAGE 100-240V, 100% NEW#&CN",KVM SWITCH
"4-PORT USB 2.0 HUB SPLITTER, USED TO EXPAND THE NUMBER OF USB PORTS. 100% NEW PRODUCT#&CN",USB HUB
"4-PORT USB 3.0 PCIE EXPANSION CARD, 100% NEW#&CN",PCIE EXPANSION CARD
"4-PORT USB 3.0 SPLITTER, USED TO EXPAND THE NUMBER OF USB PORTS, THE PRODUCT DOES NOT CONTAIN MMDS, MODEL: 303, 30CM LONG WIRE, VOLTAGE: DC 5V, CURRENT: 3A, NO BRAND, 100% NEW#&CN",USB SPLITTER
"4-PORT USB HUB CONVERTER, 100% NEW#&CN",USB HUB
"4-PORT USB2.0 SPLITTER NMX-BY222, VOLTAGE: 5V, POWER 2.5W, 100% NEW#&CN",USB SPLITTER
"5 IN 1 USB TYPE-A TO LAN 1000MBPS CONVERSION HUB WITH 3-PORT USB 3.0 HUB UGREEN 60554, 100% NEW #&CN",USB HUB
"5 IN 1 USB TYPE-C TO HDMI 4K@30HZ, USB 3.0 X 3, 100W PD CHARGER UGREEN 15596. 100% NEW#&CN",USB-C HUB
"5 PORT RJ45 ETHERNET SWITCH,, 100% NEW#&JP",ETHERNET SWITCH
500091840#&ETHERCAT BUS COUPLER BK1120 24VDC#&US,ETHERCAT BUS COUPLER
500320302#&NETWORK SWITCHES 48-PORT 350W AC#&SG,NETWORK SWITCH
500423760#&NETWORK SWITCH 8 PORTS NETGEAR#&SG,NETWORK SWITCH
"525811A00434#&CBS110-8T-D-EU NETWORK SPLITTER, 12VDC VOLTAGE, 1A, 100% NEW#&CN",NETWORK SPLITTER
"525812A00229#&NETWORK SPLITTER DS-3E0109P-E/M(B), 48VDC VOLTAGE, 100% NEW#&CN",NETWORK SPLITTER
53-027758#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 IN#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027760#&AMP;APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 BR#&AMP;VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027760#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 BR#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027764#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 UK#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027765#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 EU#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027768#&AMP;APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 BR GLA#&AMP;VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027768#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 BR GLA#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027772#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 UK CL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027773#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 DE#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027774#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 IN CL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027792#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_HOME CLOUD COMPUTING DEVICE-KE15 MID#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027796#&DIGITAL MEDIA RECEIVER (ECHO DOT 5TH GEN) MODEL: C2N6L4 (BRAND: ARROW DEVICE)#&VN,DIGITAL MEDIA RECEIVER (ECHO DOT 5TH GEN)
"53-027800#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_HOME CLOUD COMPUTING DEVICE-KE15C,ROW;US#&VN",APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027802#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_HOME CLOUD COMPUTING DEVICE-KE15 GLACIER#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027803#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_HOME CLOUD COMPUTING DEVICE-KE15C UK GLA#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027806#&DIGITAL MEDIA RECEIVER (ECHO DOT 5TH GEN) MODEL: C2N6L4 (BRAND: ARROW DEVICE)#&VN,DIGITAL MEDIA RECEIVER (ECHO DOT 5TH GEN)
53-027810#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_HOME CLOUD COMPUTING DEVICE-KE15 DEEP#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027814#&DIGITAL MEDIA RECEIVER (ECHO DOT 5TH GEN) MODEL: C2N6L4 (BRAND: ARROW DEVICE)#&VN,DIGITAL MEDIA RECEIVER (ECHO DOT 5TH GEN)
53-027818#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_HOME CLOUD COMPUTING DEVICE-KE15 KEE#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-027820#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_HOME CLOUD COMPUTING DEVICE-KE15 DRAGON#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-028564#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC20 DE GA#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
"53-030097#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_HOME CLOUD COMPUTING DEVICE-KE15C,UK;ROW#&VN",APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032664#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 UK BL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032665#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 DE IT#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032667#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 JP#&KXD,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032668#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 AU BL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032669#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 BR BL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032675#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 UK GL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032676#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 DE GL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032679#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 AU GL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032680#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 BR GL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032703#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 AU BL#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53-032708#&APPARATUS TRANSMITTER AND RECEIVER OF VOICE_NON PORTABLE COMPUTING DEVICE-KC22 AU RE#&VN,APPARATUS TRANSMITTER AND RECEIVER OF VOICE
53K-8B100-0000-V2#&CIRCUIT BOARD OF RADIO SIGNAL RECEIVING AND PROCESSING DEVICE FOR MOTORCYCLE LOCK#&VN,CIRCUIT BOARD OF RADIO SIGNAL RECEIVING AND PROCESSING DEVICE FOR MOTORCYCLE LOCK
55DHPK08.MGA#&MODULE SUPPORTS WIFI AND BLUETOOTH TRANSCEIVER FOR TELECOMMUNICATION DEVICES. VOLTAGE: 3.3V-2A. MANUFACTURER: NEWEB. 100% NEW#&VN,MODULE SUPPORTS WIFI AND BLUETOOTH TRANSCEIVER FOR TELECOMMUNICATION DEVICES
55EABZ01.MGB#&MODULE SUPPORTS WIFI AND BLUETOOTH TRANSCEIVER FOR TELECOMMUNICATION DEVICES. VOLTAGE: 3.3V-1.5A. MANUFACTURER: NEWEB. 100% NEW#&VN,MODULE SUPPORTS WIFI AND BLUETOOTH TRANSCEIVER FOR TELECOMMUNICATION DEVICES
"56.1SABB.005#&MODULE (HIGH-SPEED LTE DATA CARD) FOR DIGITAL WIRED SYSTEMS, PN: LN920A06N02T021100, VOLTAGE 3.3V, 100% NEW. CODE 56.1SABB.005. RE-EXPORTED FROM ITEM 1 OF TK 107240710360#&KX��",MODULE (HIGH-SPEED LTE DATA CARD) FOR DIGITAL WIRED SYSTEMS
"56789-991-SS1167A-1PK-137917#&SMART SENSOR, ITEM CODE: 56789-991 (SS1167A) -1PK-137917 , 100% NEW#&VN",SMART SENSOR
"57.LAKR1.S01#&WIFI TRANSMISSION FUNCTION ROUTER FOR DIGITAL WIRED SYSTEM, BRAND: NEC, MODEL: HY01, VOLTAGE: 12V-3.3A. 100% NEW#&VN",WIFI TRANSMISSION FUNCTION ROUTER FOR DIGITAL WIRED SYSTEM
"57.LC63V.G03#&WIFI TRANSMISSION FUNCTION ROUTER USED FOR DIGITAL WIRED SYSTEM, BRAND:CALIX, MODEL: U6.3 GS4229E, MODEL NO:100-06062 10, A/V:12V-2.5A. 100% NEW#&VN",WIFI TRANSMISSION FUNCTION ROUTER
"57.LCS7V.003#&WIFI TRANSMISSION FUNCTION ROUTER, USED FOR DIGITAL WIRED SYSTEM, BRAND:CALIX,MODEL:U6T GS5229E,MODEL NO:100-05921 10,VOLTAGE: 12V-3A. 100% NEW#&VN",WIFI TRANSMISSION FUNCTION ROUTER
"57.LCS7X.003#&WIFI TRANSMISSION FUNCTION ROUTER, USED FOR DIGITAL WIRED SYSTEM, BRAND:CALIX, MODEL:U6TXG GS5229XG, MODEL NO:100-05930 10, A/V:12V-3A. 100% NEW#&VN",WIFI TRANSMISSION FUNCTION ROUTER
"57.LR711.S01#&WIFI TRANSMISSION FUNCTION ROUTER FOR DIGITAL WIRED SYSTEM, MODEL: XG-200KI, BRAND: NTT, VOLTAGE: 12V-3.33A. 100% NEW#&VN",WIFI TRANSMISSION FUNCTION ROUTER
"57.LR721.S01#&AMP;ROUTER FUNCTION TO BROADCAST WIFI USED FOR SYSTEM HARDWIRED DIGITAL, MODEL: BGW720-400 VOLTAGE: 12V-4A. NSX: NEWEB. NEW GOODS 100%#&AMP;VN",ROUTER
"57.LVR52.G07#&WIFI ACCESS POINT TRANSCEIVER, MODEL/SKU: CHR30A, BRAND: VERIZON, VOLTAGE: 12V-5A. 100% NEW#&VN",WIFI ACCESS POINT TRANSCEIVER
"57LMD104.S02#&WIFI SIGNAL AMPLIFIER, BRAND: DEUTSCHE TELEKOM, MODEL: SPEEDPORT 7 WLAN VERSTARKER PLUS, 12V-1.6A. 100% NEW. RE-EXPORTED FROM ITEM 1 TK 106962366120#&VN",WIFI SIGNAL AMPLIFIER
"57LMD104.S02#&WIFI SIGNAL AMPLIFIER, BRAND: DEUTSCHE TELEKOM, MODEL: SPEEDPORT 7 WLAN VERSTARKER PLUS, 12V-1.6A. UNUSED GOODS. TX FROM ITEM 1 TK 106962366120#&VN",WIFI SIGNAL AMPLIFIER
"57LMD213.G01#&WIFI SIGNAL AMPLIFIER USED TO SUPPORT SIGNAL AMPLIFICATION FOR ROUTERS, BRAND: DEUTSCHE TELEKOM, MODEL: SPEEDPORT 7 WLAN VERSTARKER, A/V: 220-240V~50/60HZ,0.3A. 100% NEW#&VN",WIFI SIGNAL AMPLIFIER
"57LMD213.G04#&WIFI SIGNAL AMPLIFIER USED TO SUPPORT SIGNAL AMPLIFICATION FOR ROUTERS, BRAND: DEUTSCHE TELEKOM, MODEL: SPEEDPORT 7 WLAN VERSTARKER, VOLTAGE: 220-240V~50/60HZ, 0.3A. 100% NEW#&VN",WIFI SIGNAL AMPLIFIER
"57LMD221.G11#&WIFI SIGNAL AMPLIFIER USED TO SUPPORT SIGNAL AMPLIFICATION FOR ROUTERS, BRAND: DEUTSCHE TELEKOM, MODEL: SPEEDPORT 7 WLAN VERSTARKER, A/V: AC 220-240V~50/60HZ, 0.3A. 100% NEW#&VN",WIFI SIGNAL AMPLIFIER
"57SAR801.G15#&WIFI TRANSMISSION FUNCTION ROUTER, USED FOR KTS WIRED SYSTEM, BRAND: STARLINK, MODEL: UTR-232, R/A: 12-30V, 2.5A/ 57V, 3.42 A, 57V-1.75A. 100% NEW#&VN",WIFI TRANSMISSION FUNCTION ROUTER
"57SAR801.G21#&WIFI TRANSMISSION FUNCTION ROUTER, USED FOR DIGITAL WIRED SYSTEM, BRAND: STARLINK, MODEL: UTR-232, R/A: 12-30V,2.5A/ 57V,3.42 A, 57V-1.75A. 100% NEW#&VN",WIFI TRANSMISSION FUNCTION ROUTER
"57SAR901.G11#&AMP;ROUTER MINI FUNCTION TO BROADCAST WIFI, USED FOR SYSTEM HARDWIRED KTS, BRAND: STARLINK, MODEL: UTR-251, VOLTAGE: 9V-1.6 A. NEW GOODS 100%#&AMP;VN",ROUTER MINI FUNCTION TO BROADCAST WIFI
"57SAR901.G11#&MINI ROUTER WITH WIFI TRANSMISSION FUNCTION, USED FOR KTS WIRED SYSTEM, BRAND: STARLINK, MODEL: UTR-251, VOLTAGE: 9V-1.6A. 100% NEW#&VN",MINI ROUTER WITH WIFI TRANSMISSION FUNCTION
"5GHZ RADIO TRANSCEIVER, BRAND TP-LINK, MODEL: CPE510, VOLTAGE 24V - 0.5A, 100% NEW#&CN",5GHZ RADIO TRANSCEIVER
"5-PORT 10/100-SF1005D SWITCH, 100% NEW#&CN",SWITCH
"5-PORT ETHERNET SWITCH, 100% NEW#&JP",ETHERNET SWITCH
"5-PORT NETWORK SPLITTER TL-SG1005D (SWITCH), BRAND: TP-LINK, USED TO SPLIT THE NETWORK FOR CAMERAS IN LAN SYSTEMS, USED IN FACTORIES, 100% NEW#&CN",SWITCH
"5-PORT NETWORK SPLITTER, VOLTAGE UNDER 36V, TP-LINK BRAND, MADE IN CHINA. 100% NEW. PN /FAR002380-459#&CN",NETWORK SPLITTER
5-PORT NETWORK SWITCH TL-SG1005D#&CN,NETWORK SWITCH
"5-PORT WIRED LAN NETWORK SWITCH, NO TRANSCEIVER, NO CIVIL ENCRYPTION FUNCTION, MODEL: 1783-US5T, ALLEN BRADLEY BRAND, 100% NEW.#&CN",NETWORK SWITCH
"60064745#&TP-LINK MC210CS OPTICAL-ELECTRICAL CONVERTER, 100% NEW#&VN",OPTICAL-ELECTRICAL CONVERTER
"60125171#&HIKVISION DS3E1318P-EI SWITCH, 100% NEW#&CN",SWITCH
"60147993#&LINKSYS MAXSTREAM AC1200 MU MIMO GIGABIT ROUTER, E5600-AH, 100% NEW#&CN",ROUTER
"60151267#&CATALYST 9200L 48-PORT POE+, 4 X 10G, NETWORK ESSENTIALS, C9200L-DNA-E-48-3Y_C9200L-48P-4X-E ,ACCORDING TO PO 8001158006, 100% NEW#&VN",NETWORK SWITCH
"62868520#&GO POP ANC TRUE WIRELESS EARBUDS BLUETOOTH HEADSET - BLACK, MODEL: JT1005, 4.2V/40MA. INCLUDING 200-240MA CHARGING BOX, 100% NEW#&VN",WIRELESS EARBUDS
"62868526#&GO POP ANC TRUE WIRELESS EARBUDS BLUETOOTH HEADSET - MIDNIGHT BLACK - WEB, MODEL: JT1005, 4.2V/40MA. INCLUDING 200-240MA CHARGING BOX, 100% NEW#&VN",WIRELESS EARBUDS
"62868527#&GO POP ANC TRUE WIRELESS EARBUDS BLUETOOTH HEADSET - FUSCHIA PINK - WEB, MODEL: JT1005, 4.2V/40MA. INCLUDING 200-240MA CHARGING BOX, 100% NEW#&VN",WIRELESS EARBUDS
"62868528#&GO POP ANC TRUE WIRELESS EARBUDS BLUETOOTH HEADSET - TEAL GREEN - WEB, MODEL: JT1005, 4.2V/40MA. INCLUDING 200-240MA CHARGING BOX, 100% NEW#&VN",WIRELESS EARBUDS
"62868529#&GO POP ANC TRUE WIRELESS EARBUDS BLUETOOTH HEADSET - TRANSPARENT PURPLE, MODEL: JT1005, 4.2V/40MA. INCLUDING 200-240MA CHARGING BOX, 100% NEW#&VN",BLUETOOTH HEADSET
"631202000014#&BLACK WIRELESS BLUETOOTH HEADSET, PACKED ONEPLUS BULLETS WIRELESS Z2 E305B MAGICO BLACK IN BT YN, VOLTAGE10MA, PEAK VOLTAGE 4.4V 44MW. 100% NEW #&VN",BLUETOOTH HEADSET
"631202000016#&BLACK RED WIRELESS BLUETOOTH HEADSET, PACKED ONEPLUS BULLETS WIRELESS Z2 E305B MAGICO BLACK RED IN BT YN, VOLTAGE10MA, PEAK VOLTAGE 4.4V 44MW. 100% NEW #&VN",BLUETOOTH HEADSET
"631203000012#&631203000012#BLACK WIRELESS BLUETOOTH HEADSET, NECKBAND EARPHONES RMA2305 BLACK, MODEL : RMA2305, BLUETOOTH 5.4, HFP/A2DP/AVRCP, TYPE C, 100% NEW#&VN",BLUETOOTH HEADSET
"631203000013#&631203000013#BLUE WIRELESS BLUETOOTH HEADSET, NECKBAND EARPHONES RMA2305 BLUE, MODEL : RMA2305, BLUETOOTH 5.4, HFP/A2DP/AVRCP, TYPE C, 100% NEW#&VN",BLUETOOTH HEADSET
"631203000015#&BLACK WIRELESS BLUETOOTH HEADSET, NECKBAND EARPHONES RMA2305 BLACK, MODEL : RMA2305, BLUETOOTH 5.4, HFP/A2DP/AVRCP, TYPE C, 100% NEW#&VN",BLUETOOTH HEADSET
"631203000016#&BLUE WIRELESS BLUETOOTH HEADSET, NECKBAND EARPHONES RMA2305 BLUE, MODEL : RMA2305, BLUETOOTH 5.4, HFP/A2DP/AVRCP, TYPE C, 100% NEW#&VN",BLUETOOTH HEADSET
"631203000017#&GREEN WIRELESS BLUETOOTH HEADSET, NECKBAND EARPHONES RMA2305 GREEN, MODEL : RMA2305, BLUETOOTH 5.4, HFP/A2DP/AVRCP, TYPE C, 100% NEW#&VN",BLUETOOTH HEADSET
"636G13_09#&TRANSCEIVER USED IN ELECTRONIC TELECOMMUNICATIONS SYSTEMS, GENESIS-E , LRN_C_E_WHITE, 01110M636G13254G0037 ~ 0055#&VN",TRANSCEIVER
"636G23_14#&TRANSCEIVER USED IN ELECTRONIC TELECOMMUNICATIONS SYSTEMS, GENESIS-E, LRNO_C_E_WHITE, 01110M636G23254G0001 ~ 0015#&VN",TRANSCEIVER
"663-NAVY002-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH INFRARED SENSORS ON THAT OBJECT, MAGIC WAND TYPE MAGIC WAND A VN NAVY (1376561), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY003-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH INFRARED SENSORS ON THAT OBJECT, MAGIC WAND TYPE MAGIC WAND B VN NAVY (1376562), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY004-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH THE INFRARED SENSOR ON THAT OBJECT, MAGIC WAND FORMMAGIC WAND C VN NAVY (1376563), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY005-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH THE INFRARED SENSOR ON THAT OBJECT, MAGIC WAND FORMMAGIC WAND D VN NAVY (1376564), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY006-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH THE INFRARED SENSOR ON THAT OBJECT, HP WAND INT SILVER L MAGIC WAND TYPE, 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY007-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH INFRARED SENSORS ON THAT OBJECT, HP WAND INT REDWOOD MAGIC WAND TYPE, 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY008-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH INFRARED SENSORS ON THAT OBJECT, MAGIC WAND FORM SECOND GENARATION INTERACTIVE WAND(1383821), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY009-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH INFRARED SENSORS ON THAT OBJECT, MAGIC WAND FORM SECOND GENARATION INTERACTIVE WAND(1383823), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY010-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH INFRARED SENSORS ON THAT OBJECT, MAGIC WAND FORM SECOND GENARATION INTERACTIVE WAND(1383824), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY011-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH INFRARED SENSORS ON THAT OBJECT, MAGIC WAND FORM SECOND GENARATION INTERACTIVE WAND(1383826), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY014-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH INFRARED SENSORS ON THAT OBJECT, MAGIC WAND FORM SECOND GENARATION INTERACTIVE WAND(1391649), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
"663-NAVY015-00R1#&INFRARED SIGNAL TRANSMITTER AND RECEIVER, USED TO CONNECT OTHER OBJECTS THROUGH INFRARED SENSORS ON THAT OBJECT, MAGIC WAND FORM SECOND GENARATION INTERACTIVE WAND(1391647), 100% NEW#&VN",INFRARED SIGNAL TRANSMITTER AND RECEIVER
